customer_id,customer_acct_num,first_name,last_name,customer_address,customer_city,customer_state_province,customer_postal_code,customer_country,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,acct_open_date,member_card,occupation,homeowner
9303,77386456700,Lois,Ellis,1386 Calle Verde,Seattle,WA,29494,USA,8/6/1953,M,$30K - $50K,M,0,0,Partial High School,2/25/1993,Silver,Manual,N
9304,77393376827,Johnny,Kentz,8955 Tice Valley Blvd.,Langley,BC,14690,Canada,5/25/1976,S,$10K - $30K,M,4,0,Partial High School,2/16/1992,Normal,Manual,N
9305,77400264739,Robin,Walker,5832 Horseshoe Circle,Bellingham,WA,50643,USA,7/27/1960,M,$10K - $30K,M,0,0,Partial High School,8/15/1992,Normal,Skilled Manual,Y
9306,77409223318,Ruby,Stevens,3655 Sodaro Dr.,National City,CA,20002,USA,8/13/1963,M,$50K - $70K,M,4,4,Partial College,6/18/1993,Bronze,Clerical,Y
9307,77413944000,Gerald,Morris,3442 Rolando Ave.,Lake Oswego,OR,45312,USA,11/19/1955,M,$10K - $30K,M,3,1,Partial High School,5/19/1990,Normal,Skilled Manual,Y
9308,77416368722,Nicholas,Krapfl,1519 Sheffield Place,W. Linn,OR,93756,USA,2/12/1918,M,$30K - $50K,M,4,4,High School Degree,4/25/1992,Silver,Manual,Y
9309,77419415712,Kimberly,Carter,1560 Harbor View Drive,Tacoma,WA,62033,USA,8/28/1927,M,$10K - $30K,M,4,3,Partial High School,4/26/1992,Bronze,Skilled Manual,Y
9310,77419920000,Kathy,Hughes,9890 Bloching Circle,Issaquah,WA,44713,USA,11/21/1947,M,$30K - $50K,M,0,0,High School Degree,10/19/1992,Bronze,Skilled Manual,Y
9311,77437161207,James,Auguscik,2841 Georgia Dr.,Mexico City,Mexico,78151,Mexico,8/21/1976,S,$70K - $90K,F,3,0,Bachelors Degree,10/3/1992,Bronze,Professional,N
9312,77437370419,Brian,Cutting,4082 Reva Dr.,San Jose,CA,99700,USA,2/5/1939,S,$70K - $90K,M,1,0,Bachelors Degree,11/9/1992,Bronze,Professional,N
9313,77440996766,Daniel,Baccus,7286 Norris Court,Woodland Hills,CA,99300,USA,10/18/1950,M,$30K - $50K,M,4,4,Partial College,5/12/1993,Bronze,Clerical,Y
9314,77443700432,Robert,Tatarowicz,8782 Palisade Court,Woodland Hills,CA,87011,USA,11/7/1975,M,$130K - $150K,F,1,0,High School Degree,10/24/1992,Bronze,Professional,Y
9315,77446511400,Anita,Quesada,2241 Concord Place,Woodland Hills,CA,26480,USA,4/1/1971,M,$130K - $150K,F,3,2,Partial College,6/18/1994,Bronze,Management,N
9316,77452680468,Nicholas,Riccillo,6646 Okada Ct.,Orizaba,Veracruz,66452,Mexico,5/26/1957,S,$50K - $70K,F,2,0,Bachelors Degree,8/23/1992,Bronze,Professional,N
9317,77455791831,Jerry,Mills,3014 Stanford Street,Marysville,WA,11276,USA,2/26/1929,S,$10K - $30K,F,5,0,Partial High School,5/17/1993,Normal,Manual,Y
9318,77460576891,Mona,Vigil,5018 W. Watson Court,Spokane,WA,30310,USA,1/12/1960,M,$110K - $130K,M,1,1,Bachelors Degree,8/7/1991,Bronze,Professional,Y
9319,77465656995,Shannon,Edwards,4296 Shadow Hill Road,Santa Anita,DF,11022,Mexico,5/22/1946,M,$130K - $150K,F,4,1,Bachelors Degree,1/8/1990,Bronze,Professional,N
9320,77468709349,Garlan,Braun,9209 Mendocino Drive,Shawnee,BC,85297,Canada,9/10/1931,S,$50K - $70K,M,0,0,Bachelors Degree,9/23/1991,Bronze,Professional,Y
9321,77486363649,Judi,Barroso,8741 Barbie Dr.,Walla Walla,WA,22251,USA,8/10/1947,M,$10K - $30K,M,2,1,Partial High School,11/19/1993,Normal,Manual,Y
9322,77489373087,Nicholas,Contreras,3909 Lavetta Way,Ballard,WA,72607,USA,11/28/1928,M,$90K - $110K,F,4,1,High School Degree,9/3/1993,Bronze,Professional,Y
9323,77491406202,J.,Ewing,3696 Hidden Lakes Court,Lynnwood,WA,74722,USA,10/4/1952,M,$50K - $70K,F,1,0,Bachelors Degree,4/2/1992,Bronze,Management,Y
9324,77511571049,Barbara,Cope,1773 Lafayette Street,Port Orchard,WA,61719,USA,8/22/1947,S,$110K - $130K,M,0,0,Bachelors Degree,11/5/1991,Golden,Professional,Y
9325,77514516115,Annette,Todd,1814 Angi Lane,W. Linn,OR,29996,USA,8/21/1936,M,$130K - $150K,M,1,1,Graduate Degree,7/3/1994,Bronze,Professional,Y
9326,77523796558,Beverly,Purvey,8735 Golf Club Rd.,Colma,CA,85383,USA,8/11/1918,S,$10K - $30K,F,0,0,Partial High School,3/19/1992,Normal,Skilled Manual,Y
9327,77532111400,Dennis,Hover,9029 Mt. Trinity Court,Tacoma,WA,19822,USA,5/20/1921,M,$30K - $50K,M,5,3,Partial College,7/14/1991,Bronze,Management,Y
9328,77543333768,Daniel,Waskey,272 Winding Lane,Burnaby,BC,67663,Canada,5/1/1916,S,$10K - $30K,M,1,0,Partial High School,11/13/1993,Normal,Manual,Y
9329,77562318444,Beverly,Collaro,3476 Sunset Meadows,Berkeley,CA,40971,USA,10/11/1959,M,$150K +,M,1,0,High School Degree,9/2/1992,Golden,Professional,Y
9330,77570558190,Dixie,Green,4971 Twincreek Ct.,Richmond,CA,54974,USA,8/25/1946,S,$30K - $50K,M,1,0,Partial College,11/11/1992,Bronze,Skilled Manual,N
9331,77577810883,Rosemary,Stephens,1086 Clayton Road,Portland,OR,93442,USA,11/27/1916,S,$10K - $30K,M,2,0,Partial High School,6/14/1992,Normal,Skilled Manual,Y
9332,77593061900,Monique,Ryan,2835 The Trees Drive,Lake Oswego,OR,47315,USA,9/22/1934,S,$30K - $50K,F,1,0,Graduate Degree,5/16/1992,Bronze,Professional,Y
9333,77594462037,George,Martinez,9203 Birch Bark Dr.,Novato,CA,78238,USA,2/19/1938,S,$90K - $110K,F,2,0,High School Degree,1/18/1992,Silver,Professional,Y
9334,77601875700,Donna,Unfried,3862 Citrus Avenue,Beverly Hills,CA,97272,USA,1/14/1943,S,$10K - $30K,M,1,0,Partial High School,12/6/1991,Silver,Manual,N
9335,77617411017,Bernadette,Wintermantel,485 Ash Lane,Oregon City,OR,68064,USA,2/21/1961,M,$30K - $50K,M,2,1,High School Degree,2/21/1991,Bronze,Manual,Y
9336,77637570500,Paul,Luks,5398 Shadow Falls Drive,Berkeley,CA,53259,USA,2/6/1978,S,$10K - $30K,F,4,0,Partial High School,7/6/1991,Normal,Manual,Y
9337,77637956738,Vaughn,Mallard,4930 Augustine Drive,Ballard,WA,89212,USA,11/15/1968,S,$30K - $50K,M,4,0,High School Degree,5/2/1993,Bronze,Manual,N
9338,77652220700,George,Stutzman,98 Roan Lane,Newport Beach,CA,40570,USA,6/21/1965,M,$10K - $30K,F,3,1,Partial High School,2/21/1990,Golden,Skilled Manual,N
9339,77653379440,Michael,Kato,9884 Pacifica Ave.,Victoria,BC,42685,Canada,4/6/1963,S,$10K - $30K,F,1,0,Partial High School,5/17/1991,Normal,Skilled Manual,Y
9340,77654623985,Minnie,Roth,7961 Red Maple Ct.,Portland,OR,57879,USA,10/21/1920,S,$50K - $70K,F,4,0,Bachelors Degree,11/2/1993,Bronze,Professional,N
9341,77657000400,Gerald,Bowie,658 Elmhurst Lane,Santa Cruz,CA,98863,USA,10/2/1953,M,$30K - $50K,M,1,0,Partial College,4/24/1993,Bronze,Clerical,Y
9342,77672170996,Aaron,Young,8989 Adelia Court,Victoria,BC,81543,Canada,6/16/1967,M,$50K - $70K,F,1,1,Bachelors Degree,4/26/1993,Bronze,Management,Y
9343,77674778100,Ned,Atencio,1940 Detriot Ave.,W. Linn,OR,15982,USA,10/22/1932,M,$130K - $150K,F,5,5,Partial College,8/2/1991,Golden,Management,Y
9344,77695543800,Robert,Brewer,526 Oak Street,Langford,BC,37531,Canada,2/25/1953,M,$10K - $30K,F,0,0,Partial High School,5/13/1991,Normal,Skilled Manual,Y
9345,77731994986,Steve,Montgomery,6385 Mark Twain,Seattle,WA,37131,USA,12/21/1946,S,$50K - $70K,M,2,0,Bachelors Degree,3/11/1992,Bronze,Professional,N
9346,77734832800,Ryan,Jones,7880 Mission Drive,Seattle,WA,24842,USA,9/16/1977,S,$10K - $30K,M,0,0,Partial High School,1/17/1994,Normal,Skilled Manual,N
9347,77754230499,Ella,Ferris,1340 Starlyn Dr.,Guadalajara,Jalisco,89602,Mexico,8/16/1979,S,$10K - $30K,F,1,0,Partial High School,9/24/1993,Normal,Manual,Y
9348,77759600281,Ken,Ross,5744 Medina Dr.,Lynnwood,WA,43475,USA,3/7/1959,M,$30K - $50K,F,4,4,High School Degree,8/8/1992,Golden,Skilled Manual,Y
9349,77765109539,Matthew,Smith,9457 Roxbury Dr.,Orizaba,Veracruz,48105,Mexico,6/14/1937,S,$10K - $30K,F,4,0,Partial High School,8/23/1993,Normal,Skilled Manual,N
9350,77774304151,Betsy,Sallee,4116 Stanbridge Ct.,Downey,CA,67139,USA,2/5/1974,S,$110K - $130K,M,3,0,Bachelors Degree,4/8/1994,Bronze,Professional,Y
9351,77789807300,Barbara,Younge,739 Rancho View Dr.,Anacortes,WA,64224,USA,7/25/1943,S,$70K - $90K,F,4,0,Bachelors Degree,5/4/1992,Normal,Professional,Y
9352,77805492900,Marilyn,Uy,8308 La Salle Ave.,Westminster,BC,49419,Canada,7/19/1933,S,$110K - $130K,M,2,0,Graduate Degree,6/14/1993,Bronze,Professional,Y
9353,77807096838,Carol,Sinclair,5185 Relis Valley Road,Lynnwood,WA,85372,USA,1/25/1955,S,$10K - $30K,F,2,0,Partial High School,4/16/1991,Normal,Manual,N
9354,77823270600,Mario,Benedetti,3008 Brookdale Dr.,Victoria,BC,36730,Canada,6/13/1926,M,$30K - $50K,F,4,2,High School Degree,6/21/1990,Bronze,Manual,N
9355,77891865372,Carl,Pettit,4041 Jennifer Way,Pomona,CA,38845,USA,1/22/1956,S,$90K - $110K,M,1,0,High School Degree,8/25/1990,Bronze,Professional,Y
9356,77934233546,Sue,Drake,2118 Little Dr.,Kirkland,WA,29071,USA,4/7/1945,S,$10K - $30K,M,3,0,Partial High School,2/23/1991,Normal,Manual,Y
9357,77938171029,Ronny,Panepinto,2159 Barbie Dr.,Burbank,CA,42148,USA,11/12/1940,M,$30K - $50K,F,0,0,Partial College,3/16/1993,Bronze,Clerical,N
9358,77964794635,Lawrence,Zavala,490 Sepulveda Ct.,Seattle,WA,24829,USA,2/9/1912,S,$30K - $50K,F,3,0,High School Degree,2/26/1991,Bronze,Manual,Y
9359,77971017400,Lorraine,Michler,3440 Alvina Drive,Tixapan,DF,31974,Mexico,3/12/1979,M,$70K - $90K,F,1,0,Graduate Degree,3/26/1991,Golden,Professional,N
9360,77977739000,Eric,Belleci,4681 Holiday Hills,Berkeley,CA,79816,USA,3/10/1921,S,$30K - $50K,M,4,0,High School Degree,7/8/1993,Bronze,Skilled Manual,Y
9361,77989401221,Josephine,Fair,7886 Fairfield Avenue,Newport Beach,CA,79415,USA,1/14/1959,M,$50K - $70K,F,4,2,Bachelors Degree,2/2/1991,Bronze,Professional,Y
9362,77991482615,Thomas,Truong,9381 Bayside Way,Newport Beach,CA,67126,USA,3/22/1940,M,$30K - $50K,M,3,2,High School Degree,11/17/1992,Bronze,Manual,N
9363,77995119690,Mitzi,Buell,2840 Oak Wood Court,Redwood City,CA,65962,USA,2/3/1916,M,$50K - $70K,F,0,0,Bachelors Degree,10/14/1992,Bronze,Professional,N
9364,78002029061,Nyya,Wheeler,7245 Freya Way,Issaquah,WA,85760,USA,4/19/1928,M,$30K - $50K,F,1,1,Partial College,5/22/1992,Bronze,Professional,Y
9365,78033453822,James,Bihl,3613 E. 39th Street,Anacortes,WA,90390,USA,4/22/1938,M,$90K - $110K,M,2,2,High School Degree,10/27/1993,Bronze,Professional,Y
9366,78034955900,Frank,Roman,8272 OHara Avenue,Tacoma,WA,10425,USA,7/11/1936,M,$110K - $130K,M,0,0,High School Degree,2/8/1991,Bronze,Professional,Y
9367,78040813803,Myrtle,Lee,4895 Cypress Ave.,Shawnee,BC,80216,Canada,11/13/1949,S,$10K - $30K,M,4,0,Partial High School,11/2/1992,Normal,Manual,Y
9368,78041795492,Erin,Avery,9808 Deerfield Dr.,Renton,WA,65412,USA,8/4/1972,M,$30K - $50K,F,3,1,High School Degree,8/9/1991,Bronze,Skilled Manual,Y
9369,78043769600,Milton,Ives,9340 Long Brook Way,Torrance,CA,23662,USA,10/7/1955,M,$10K - $30K,M,5,5,Partial High School,3/8/1991,Normal,Skilled Manual,Y
9370,78045668601,Dorothy,Ventura,4508 Valley Crest Drive,Grossmont,CA,52723,USA,3/3/1971,S,$90K - $110K,F,2,0,High School Degree,4/21/1992,Bronze,Professional,Y
9371,78050641400,Reade,Hall,4295 Bentley St.,Burlingame,CA,54838,USA,3/25/1950,M,$70K - $90K,M,2,1,Bachelors Degree,3/23/1994,Bronze,Professional,Y
9372,78062443100,Karla,Holcomb,2372 Cardinet Dr.,Redwood City,CA,71356,USA,5/19/1914,S,$10K - $30K,F,3,0,Partial High School,2/2/1991,Normal,Skilled Manual,N
9373,78068107962,Heidi,Gabriel,2413 Roanwood Way,Kirkland,WA,39633,USA,8/21/1941,S,$10K - $30K,M,3,0,Partial High School,2/3/1992,Normal,Skilled Manual,Y
9374,78078783154,Joyce,Broderick,3400 Krueger Drive,La Cruz,Sinaloa,93115,Mexico,11/13/1961,M,$70K - $90K,M,5,5,High School Degree,9/13/1993,Bronze,Management,Y
9375,78087961673,Eric,Ford,6350 Plumas Court,Lincoln Acres,CA,27554,USA,9/14/1920,M,$30K - $50K,F,1,0,High School Degree,6/10/1991,Bronze,Skilled Manual,N
9376,78094039559,Lynn,Bradley,4935 Balhan Drive,Walla Walla,WA,49103,USA,5/9/1964,S,$70K - $90K,M,3,0,Bachelors Degree,7/16/1991,Bronze,Professional,N
9377,78100460767,R. Kay,Vilgil,8140 Willbrook Court,La Jolla,CA,48703,USA,11/10/1964,S,$10K - $30K,F,2,0,Partial High School,12/19/1992,Normal,Skilled Manual,N
9378,78104296326,Robert,Jasper,9635 Rock Oak Road,Guadalajara,Jalisco,36414,Mexico,12/27/1919,S,$50K - $70K,M,4,0,Partial College,3/20/1994,Bronze,Clerical,Y
9379,78104720100,Rosemary,Alstorn,5749 Elkwood Dr.,Redmond,WA,21752,USA,7/5/1927,S,$130K - $150K,M,1,0,High School Degree,2/25/1993,Normal,Professional,Y
9380,78110588788,Janet,Iudice,7499 Yolanda Circle,Pomona,CA,55048,USA,6/18/1971,S,$70K - $90K,M,1,0,Bachelors Degree,4/4/1991,Bronze,Management,Y
9381,78113684100,Janie,Waskey,3867 Vista Way,Lincoln Acres,CA,85970,USA,2/19/1943,M,$110K - $130K,M,3,0,Graduate Degree,1/24/1992,Bronze,Management,Y
9382,78117417700,Norman,Aiello,8526 El Molino Dr.,San Carlos,CA,60052,USA,5/16/1915,M,$10K - $30K,F,4,1,Partial High School,4/14/1993,Normal,Skilled Manual,N
9383,78132888674,Cindy,Bergstrom,5149 Thissen Court,Milwaukie,OR,75796,USA,6/15/1960,S,$110K - $130K,F,4,0,High School Degree,3/13/1993,Bronze,Management,Y
9384,78135302662,Georgia,Colian,4751 Gregory Drive,La Jolla,CA,60992,USA,10/3/1945,M,$30K - $50K,M,1,1,High School Degree,11/1/1990,Bronze,Skilled Manual,Y
9385,78151669502,Matthew,Applehans,4283 Oak Rd.,Grossmont,CA,96945,USA,8/3/1960,M,$10K - $30K,M,2,1,Partial High School,2/24/1992,Normal,Skilled Manual,Y
9386,78158788084,Betty,Ramirez,2107 Ameno Road,Lakewood,CA,48302,USA,9/24/1938,M,$50K - $70K,F,3,3,Bachelors Degree,10/8/1991,Golden,Professional,Y
9387,78169554500,Arden,Gonzales,1893 Cranbrook Way,Los Angeles,CA,50417,USA,3/25/1956,M,$30K - $50K,F,2,2,Partial College,3/22/1994,Normal,Professional,Y
9388,78173218369,Marcia,Pugh,7314 El Capitan Lane,Vancouver,BC,40644,Canada,1/15/1951,S,$10K - $30K,M,1,0,Partial High School,1/10/1994,Normal,Skilled Manual,N
9389,78194520473,Tyler,Vaisnor,11 Sunrise Drive,Mill Valley,CA,89212,USA,1/15/1940,M,$130K - $150K,M,5,2,Partial High School,9/8/1992,Bronze,Management,N
9390,78199284100,Cathy,Bohn,8342 Mt. Trinity Court,Los Angeles,CA,11724,USA,12/5/1922,M,$70K - $90K,M,1,0,Bachelors Degree,1/13/1994,Bronze,Management,Y
9391,78204106688,Michael,McKinney,1293 Silverwood Drive,Lake Oswego,OR,45161,USA,9/13/1925,S,$70K - $90K,F,1,0,Bachelors Degree,9/18/1994,Golden,Management,Y
9392,78205109800,Jay,Edwards,2534 Coggins Drive,Royal Oak,BC,66711,Canada,2/6/1931,M,$10K - $30K,M,1,0,Partial High School,3/11/1991,Normal,Manual,Y
9393,78222372531,Vichy,Richards,5738 Bent Tree Lane,El Cajon,CA,66310,USA,4/4/1963,S,$130K - $150K,M,4,0,Graduate Degree,5/11/1994,Bronze,Professional,Y
9394,78222485184,F. Wes,Bradley,7233 Sunset Circle,Spring Valley,CA,54021,USA,1/18/1950,S,$70K - $90K,F,4,0,Bachelors Degree,7/20/1990,Bronze,Professional,Y
9395,78224909901,Belinda,Campello,692 Honey Trail Lane,Mexico City,Mexico,19783,Mexico,7/5/1932,S,$30K - $50K,F,5,0,High School Degree,10/12/1994,Silver,Manual,N
9396,78231406211,David,Monitor,5097 Bourton Ct.,Lebanon,OR,72655,USA,1/28/1930,S,$50K - $70K,F,2,0,Bachelors Degree,1/25/1991,Bronze,Management,Y
9397,78247537000,John,Valles,1466 Aspen Drive,Portland,OR,77285,USA,8/10/1946,M,$30K - $50K,M,5,4,High School Degree,8/27/1990,Golden,Skilled Manual,Y
9398,78278596997,Misty,Maria,3469 Hoke Dr.,Camacho,Zacatecas,96319,Mexico,4/20/1938,M,$10K - $30K,M,4,0,Partial High School,5/3/1993,Normal,Skilled Manual,Y
9399,78281000300,Alfred,Redman,2748 Adelaide St.,Long Beach,CA,67111,USA,5/27/1957,S,$90K - $110K,F,0,0,High School Degree,9/2/1994,Golden,Professional,Y
9400,78291970491,Shari,Aubin,7661 S. Rosal Ave.,Redwood City,CA,52307,USA,6/13/1974,M,$130K - $150K,M,2,1,Partial High School,7/23/1994,Bronze,Professional,Y
9401,78298627700,Rose,Condrey,4537 Elderwood Dr.,Albany,OR,15553,USA,3/21/1963,S,$50K - $70K,M,4,0,Bachelors Degree,6/16/1993,Bronze,Management,N
9402,78302506208,Johnny,Jones,2361 Polson Court,Mexico City,Mexico,39618,Mexico,12/12/1973,M,$50K - $70K,F,3,2,Bachelors Degree,11/24/1990,Bronze,Management,Y
9403,78308487500,Lisa,Yoes,2147 N. 66th Street,Torrance,CA,41733,USA,7/13/1959,M,$30K - $50K,M,0,0,High School Degree,3/20/1992,Silver,Skilled Manual,N
9404,78322402834,Karen,Beltrame,225 Piedmont,Newport Beach,CA,58251,USA,2/27/1916,S,$50K - $70K,F,4,0,Bachelors Degree,9/5/1993,Bronze,Professional,N
9405,78326115000,Julia,Cahling,265 Maria Vega Court,Santa Monica,CA,26528,USA,2/8/1949,S,$10K - $30K,M,2,0,Partial High School,2/3/1992,Normal,Manual,N
9406,78331066370,Erin,Allen,1252 Deer Ridge Way,Imperial Beach,CA,92082,USA,9/22/1963,S,$90K - $110K,F,1,0,High School Degree,5/16/1992,Bronze,Professional,N
9407,78352475762,Greg,Trontell,1547 Larkwood Ct.,Cliffside,BC,14739,Canada,2/1/1928,S,$30K - $50K,F,4,0,High School Degree,9/19/1994,Bronze,Skilled Manual,Y
9408,78373970985,Sara,Trachtenberg,2788 Mt. Tamalpais Place,Colma,CA,62581,USA,3/18/1966,S,$30K - $50K,F,4,0,Partial College,3/19/1993,Bronze,Clerical,Y
9409,78375263800,Nestor,Carpoff,5992 Leeds Ct.,Bellflower,CA,35888,USA,1/14/1960,M,$10K - $30K,M,1,1,Partial High School,1/16/1990,Normal,Manual,Y
9410,78377849459,Dorothy,Hensley,7487 Mariposa Ct.,Bellflower,CA,49891,USA,9/9/1921,S,$10K - $30K,F,1,0,Partial High School,2/7/1993,Normal,Manual,N
9411,78381239800,Shirley,Capella,3602 Banyan Circle,Palo Alto,CA,88360,USA,9/8/1923,S,$10K - $30K,F,4,0,Partial High School,2/23/1991,Normal,Manual,N
9412,78399017500,Mark,Burris,6598 Lorie Ln.,Edmonds,WA,42233,USA,3/27/1973,S,$70K - $90K,M,3,0,High School Degree,3/20/1992,Bronze,Management,N
9413,78412026166,John,Cammack,2966 St. George Dr.,Metchosin,BC,73155,Canada,7/6/1951,M,$70K - $90K,F,2,2,Bachelors Degree,7/19/1994,Silver,Professional,Y
9414,78415711522,Joan,Peal,7625 Cloudview Dr.,Santa Fe,DF,92189,Mexico,2/25/1917,M,$50K - $70K,F,2,1,High School Degree,3/4/1991,Bronze,Manual,Y
9415,78432561159,Mack,Hammerland,4248 Semillon Circle,Issaquah,WA,62981,USA,10/2/1968,M,$110K - $130K,F,1,1,High School Degree,4/27/1993,Silver,Professional,Y
9416,78434621095,Thomas,Paolini,9161 Medina Dr.,Port Hammond,BC,48177,Canada,8/12/1947,M,$30K - $50K,F,1,1,Partial College,4/10/1990,Silver,Skilled Manual,Y
9417,78438306500,Roger,Middleton,8693 Balhan Dr.,Everett,WA,84130,USA,2/18/1968,S,$30K - $50K,M,5,0,High School Degree,2/11/1992,Bronze,Manual,Y
9418,78448016000,Virginia,Neblick,3861 Las Lomas Way,Chula Vista,CA,35488,USA,7/6/1940,M,$70K - $90K,M,3,3,Bachelors Degree,4/17/1991,Golden,Professional,Y
9419,78450789451,Calvin,Clendenen,3648 Hedaro Court,Oregon City,OR,37602,USA,2/15/1970,S,$50K - $70K,M,0,0,Bachelors Degree,4/10/1990,Normal,Professional,Y
9420,78451154200,Gilbert,Degroot,1725 La Salle Ave.,Corvallis,OR,54121,USA,10/24/1953,M,$10K - $30K,F,1,1,Bachelors Degree,6/19/1994,Normal,Professional,Y
9421,78453096200,Nanette,Welsh,4421 Euclid Ave.,Walla Walla,WA,22398,USA,6/2/1948,S,$30K - $50K,M,3,0,High School Degree,3/5/1992,Golden,Skilled Manual,N
9422,78502244900,Charlotte,Brandt,2753 Rubiem Ct.,Burbank,CA,77785,USA,1/25/1936,M,$30K - $50K,F,4,4,High School Degree,3/16/1994,Golden,Manual,Y
9423,78508397936,Lisa,Gill,5703 Donald Dr.,Victoria,BC,12224,Canada,2/28/1933,S,$30K - $50K,F,5,0,Partial College,12/5/1993,Silver,Management,N
9424,78509116800,Donna,Weeks,4288 Hacienda,Novato,CA,58740,USA,10/15/1934,S,$30K - $50K,F,5,0,High School Degree,8/24/1991,Bronze,Manual,N
9425,78516964912,Donna,Mendelson,7492 Duckhorn Court,La Cruz,Sinaloa,58340,Mexico,8/19/1971,M,$10K - $30K,F,5,5,Partial High School,3/19/1990,Normal,Skilled Manual,Y
9426,78516975641,Ramon,Price,8988 Fairfield Ave.,Tixapan,DF,46051,Mexico,2/11/1964,S,$10K - $30K,M,3,0,Partial High School,8/23/1990,Normal,Skilled Manual,N
9427,78519829511,Peggy,Thompson,5102 Sycamore Drive,Spring Valley,CA,11813,USA,9/8/1928,M,$30K - $50K,F,0,0,High School Degree,8/20/1990,Bronze,Skilled Manual,Y
9428,78521744608,Edward,Payne,6852 Elderwood Drive,Torrance,CA,64685,USA,11/24/1940,S,$10K - $30K,F,1,0,Partial High School,6/12/1991,Normal,Manual,Y
9429,78549891710,Nathan,Eddy,3220 Liscome Way,Victoria,BC,69315,Canada,11/27/1950,M,$110K - $130K,M,0,0,Partial High School,6/8/1991,Bronze,Management,N
9430,78551940917,Aaron,Cope,7879 Mt. Etna Drive,Santa Cruz,CA,88349,USA,3/16/1948,M,$10K - $30K,F,3,3,Partial High School,12/4/1993,Normal,Manual,Y
9431,78563345700,Susan,Ashford,4502 Knewal Rd,Pomona,CA,85433,USA,7/18/1961,S,$30K - $50K,F,4,0,Partial College,10/24/1993,Bronze,Management,Y
9432,78583896756,Eulene,Coenen,2071 Concord Blvd.,La Cruz,Sinaloa,70629,Mexico,4/9/1914,S,$50K - $70K,F,1,0,Bachelors Degree,7/4/1992,Bronze,Professional,N
9433,78601304292,Mary,Retske,8947 Rio Grande Drive,Chula Vista,CA,75832,USA,6/12/1967,S,$30K - $50K,F,4,0,High School Degree,1/3/1992,Bronze,Manual,N
9434,78604565858,Philip,McIntyre,6771 Bundros Court,San Gabriel,CA,57940,USA,10/8/1913,S,$50K - $70K,F,1,0,Partial College,2/17/1993,Golden,Skilled Manual,Y
9435,78608122467,Tammy,Ehrler,6557 Artnell Ct.,Tixapan,DF,60054,Mexico,2/14/1975,S,$10K - $30K,F,1,0,Partial High School,9/7/1990,Normal,Manual,Y
9436,78614602684,Margaret,Schans,4635 Patterson Court,San Francisco,CA,50281,USA,12/24/1926,M,$10K - $30K,F,1,1,Partial High School,11/24/1992,Normal,Manual,Y
9437,78638576269,Marion,Melton,4675 Pomar Way,Redmond,WA,18558,USA,4/11/1945,M,$10K - $30K,F,1,0,Partial High School,8/14/1992,Normal,Skilled Manual,Y
9438,78641220927,Michael,Stamison,3007 Hooftrail Way,Tixapan,DF,12382,Mexico,6/4/1965,M,$50K - $70K,F,4,4,Bachelors Degree,7/6/1992,Golden,Professional,Y
9439,78658805489,Charlotte,Price,5957 Pacifica Ave.,Walla Walla,WA,34676,USA,4/4/1924,M,$10K - $30K,M,0,0,Partial High School,12/5/1993,Normal,Skilled Manual,Y
9440,78688722848,George,Bakkie,7198 Alvecedo,El Cajon,CA,74733,USA,11/27/1969,S,$50K - $70K,F,2,0,Bachelors Degree,4/22/1993,Golden,Professional,Y
9441,78696286678,Deanna,Kirby,6337 Margo Drive,Santa Cruz,CA,74333,USA,6/1/1968,M,$70K - $90K,F,1,1,Bachelors Degree,7/14/1994,Golden,Management,Y
9442,78701978300,Anthony,Barnes,7832 Military East,San Jose,CA,62044,USA,7/17/1923,S,$30K - $50K,M,3,0,High School Degree,12/26/1992,Bronze,Manual,N
9443,78712878823,Justin,Soler,1292 Bola Raton Court,Merida,Yucatan,15132,Mexico,2/23/1931,S,$10K - $30K,M,4,0,Partial High School,7/20/1990,Normal,Manual,Y
9444,78717089891,Beverly,Brush,5696 McFaul Drive,Ladner,BC,80677,Canada,12/9/1975,S,$10K - $30K,M,5,0,Partial High School,2/9/1993,Normal,Manual,Y
9445,78717159628,Michael,Andrews,2065 Rosina Court,Concord,CA,85307,USA,11/21/1959,S,$50K - $70K,M,2,0,Bachelors Degree,10/3/1990,Bronze,Professional,N
9446,78718393445,Mira,Bove,4068 St. George Court,Arcadia,CA,53422,USA,11/7/1919,S,$10K - $30K,M,3,0,Partial High School,10/9/1991,Normal,Manual,N
9447,78720523118,Kimberly,Wells,3347 Quigley Street,Lebanon,OR,75133,USA,12/6/1964,S,$50K - $70K,M,1,0,Partial College,7/11/1994,Bronze,Skilled Manual,N
9448,78730200529,Joe,Longo,8260 Klamath Woods Pl.,Woodburn,OR,60329,USA,5/21/1949,M,$110K - $130K,F,3,3,High School Degree,6/13/1990,Golden,Professional,Y
9449,78756207200,Helen,Addington,7792 Woodruff Lane,Burbank,CA,96282,USA,6/5/1976,S,$10K - $30K,M,2,0,Partial High School,8/9/1992,Normal,Skilled Manual,Y
9450,78766603469,Kathleen,Phillips,2960 Harvard Drive,Merida,Yucatan,47640,Mexico,4/14/1942,S,$90K - $110K,F,2,0,Graduate Degree,6/20/1991,Bronze,Professional,Y
9451,78779086470,Michael,Clark,2746 F Street,Everett,WA,49755,USA,3/18/1966,M,$30K - $50K,F,1,1,High School Degree,1/18/1991,Bronze,Skilled Manual,Y
